都道府県,市区町村,住所,都道府県_候補,市区町村_候補,住所c_候補,住所d_候補,住所e_候補,match_score,match_status,不一致理由
山形県,山形市,西田3丁目11−23,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,深町 2丁目4−14−2,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,城西町 5丁目29−11,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,江俣4丁目11−20,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,江俣5丁目8−8,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,美畑町 4−29,山形県,山形市,香澄町,字袋留,,20.0,unmatched,住所類似度しきい値未満
山形県,山形市,香澄町 2丁目2−41 柿崎ビル 5F-東,山形県,山形市,香澄町,字袋留,,29.75,unmatched,住所類似度しきい値未満
山形県,山形市,五十鈴3丁目9−23 アドリームS,山形県,山形市,香澄町,字六十里越,,15.42,unmatched,住所類似度しきい値未満
山形県,山形市,北山形1丁目2−15,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,七日町 1丁目2−42 TAN6スクエア3Ｆ,山形県,山形市,香澄町,アザモトウマヤ,,18.67,unmatched,住所類似度しきい値未満
山形県,山形市,南原町 1丁目3−15,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,富の中4丁目6−35,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,松波2丁目1−25,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,上町 1丁目13−11,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,鶴岡市,茅原町 28−15 武田歯科医院 内,山形県,鶴岡市,茅原,字西茅原,,24.44,unmatched,住所類似度しきい値未満
山形県,鶴岡市,文園町 4−10,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,泉町 8−14,山形県,鶴岡市,今泉,字真台,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,淀川町 7−11,山形県,鶴岡市,大淀川,字洞合,,33.5,unmatched,住所類似度しきい値未満
山形県,鶴岡市,馬場町 7−28,山形県,鶴岡市,本田,字馬場添,,33.5,unmatched,住所類似度しきい値未満
山形県,鶴岡市,本町 2丁目14−25,山形県,鶴岡市,本郷,字笹目,,27.33,unmatched,住所類似度しきい値未満
山形県,鶴岡市,大宝寺日本国378−38,山形県,鶴岡市,大宝寺,アザヨケイ,,33.88,unmatched,住所類似度しきい値未満
山形県,鶴岡市,新形町 4−31,山形県,鶴岡市,新形,アザグミタ,,31.75,unmatched,住所類似度しきい値未満
山形県,鶴岡市,切添町 22−56,山形県,鶴岡市,野田目,字切添,,31.75,unmatched,住所類似度しきい値未満
山形県,鶴岡市,睦町 6−11,山形県,鶴岡市,大広,字町川,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,文園町 3−6,山形県,鶴岡市,大広,字町川,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,上山添神明前137,山形県,鶴岡市,上山添,字文栄,,42.36,unmatched,住所類似度しきい値未満
山形県,鶴岡市,本町 3丁目13−23,山形県,鶴岡市,本郷,字笹目,,27.33,unmatched,住所類似度しきい値未満
山形県,鶴岡市,上畑町 5−27,山形県,鶴岡市,上藤島,字鎧田畑,,28.57,unmatched,住所類似度しきい値未満
山形県,鶴岡市,本町 1丁目6−29,山形県,鶴岡市,本郷,字笹目,,28.57,unmatched,住所類似度しきい値未満
山形県,鶴岡市,青柳町 42−3,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,睦町 17−5,山形県,鶴岡市,大広,字町川,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,大山3丁目10−6,山形県,鶴岡市,大山,アザバラダ,,28.94,unmatched,住所類似度しきい値未満
山形県,鶴岡市,美咲町 24−5,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,下山添中通44−8,山形県,鶴岡市,下山添,字庄南,,42.36,unmatched,住所類似度しきい値未満
山形県,鶴岡市,羽黒町 押口川端42−39,山形県,鶴岡市,羽黒町押口,字升ノ内,,50.29,unmatched,住所類似度しきい値未満
山形県,鶴岡市,本町 1丁目5−25,山形県,鶴岡市,本郷,字笹目,,28.57,unmatched,住所類似度しきい値未満
山形県,鶴岡市,長者町 4−10,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,みどり町 32−58,山形県,鶴岡市,大広,字町川,,19.29,unmatched,住所類似度しきい値未満
山形県,鶴岡市,泉町 5−30,山形県,鶴岡市,今泉,字真台,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,新海町 11−33,山形県,鶴岡市,温海,字温海,,20.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,藤浪4丁目103−6,山形県,鶴岡市,西目,字熊船,,18.67,unmatched,住所類似度しきい値未満
山形県,鶴岡市,日吉町 8−6,山形県,鶴岡市,大広,字町川,,21.82,unmatched,住所類似度しきい値未満
山形県,鶴岡市,美原町 5−41,山形県,鶴岡市,大鳥,字檜原,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,羽黒町 黒瀬黒瀬163,山形県,鶴岡市,羽黒町手向,字羽黒山,,42.75,unmatched,住所類似度しきい値未満
山形県,鶴岡市,日枝 字海老島159−1,山形県,鶴岡市,日枝,字池ノ上,,38.33,unmatched,住所類似度しきい値未満
山形県,鶴岡市,日吉町 11−21,山形県,鶴岡市,大広,字町川,,20.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,野荒町水上30−2 羽黒町,山形県,鶴岡市,羽黒町手向,字手向,,34.17,unmatched,住所類似度しきい値未満
山形県,鶴岡市,錦町 16−10,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,本町 1丁目4−8,山形県,鶴岡市,本郷,字笹目,,30.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,大塚町 27−23,山形県,鶴岡市,大広,字町川,,30.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,桜新町 3−17,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,美原町 13−26,山形県,鶴岡市,大鳥,字檜原,,20.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,淀川町 19−7,山形県,鶴岡市,大淀川,字洞合,,33.5,unmatched,住所類似度しきい値未満
山形県,鶴岡市,馬場町 7−15,山形県,鶴岡市,本田,字馬場添,,33.5,unmatched,住所類似度しきい値未満
山形県,鶴岡市,大山2丁目19−11,山形県,鶴岡市,大山,アザバラダ,,27.79,unmatched,住所類似度しきい値未満
山形県,鶴岡市,神明町 7−32,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,鼠ヶ関乙136−3,山形県,鶴岡市,鼠ヶ関,アザオクダ,,38.33,unmatched,住所類似度しきい値未満
山形県,鶴岡市,藤島笹花42−57,山形県,鶴岡市,上藤島,字沖通,,30.25,unmatched,住所類似度しきい値未満
山形県,鶴岡市,山王町 7−21,山形県,鶴岡市,大広,字町川,,20.83,unmatched,住所類似度しきい値未満
山形県,鶴岡市,家中新町 15−39,山形県,鶴岡市,山田,字家中瀬,,30.25,unmatched,住所類似度しきい値未満
山形県,鶴岡市,泉町 5−30,山形県,鶴岡市,今泉,字真台,,21.82,unmatched,住所類似度しきい値未満
山形県,東田川郡,猪子大堰端 三川町猪子大堰端331-8,山形県,東田川郡,三川町,大字猪子,,42.56,unmatched,住所類似度しきい値未満
山形県,東田川郡,庄内町南野北野18−1,山形県,東田川郡,庄内町,南野新田,,57.78,unmatched,住所類似度しきい値未満
山形県,東田川郡,三川町猪子大堰端317−11,山形県,東田川郡,三川町,大字猪子,,47.51,unmatched,住所類似度しきい値未満
山形県,鶴岡市,湯温海湯之尻122−21,山形県,鶴岡市,湯温海,字湯之尻,,61.82,unmatched,住所類似度しきい値未満
山形県,東田川郡,庄内町狩川楯下114−1,山形県,東田川郡,庄内町,狩川,,75.96,review,
山形県,鶴岡市,熊出東村 5,山形県,鶴岡市,熊出,字日鑓,,41.0,unmatched,住所類似度しきい値未満
山形県,鶴岡市,泉町 5−30,山形県,鶴岡市,今泉,字真台,,21.82,unmatched,住所類似度しきい値未満
山形県,東田川郡,庄内町余目猿田88−13,山形県,東田川郡,庄内町,余目新田,,61.82,unmatched,住所類似度しきい値未満
山形県,東田川郡,庄内町余目三人谷地156,山形県,東田川郡,庄内町,余目新田,,54.98,unmatched,住所類似度しきい値未満
山形県,東田川郡,三川町横山袖東2−1,山形県,東田川郡,三川町,横山下,,64.62,unmatched,住所類似度しきい値未満
山形県,鶴岡市,大塚町 27−28,山形県,鶴岡市,大広,字町川,,30.0,unmatched,住所類似度しきい値未満
山形県,米沢市,金池5丁目10−4 S＆Rビル1Ｆ,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,本町 3丁目1−43 矯正歯科 ,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,林泉寺2丁目2−23−1,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,春日2丁目13−16,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,徳町 4−404−1,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,花沢町 2715−7,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,城南1丁目5−14,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,中央6丁目1−15,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,万世町 桑山4619,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,桜木町 1−53,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,春日5丁目2−45,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,春日5丁目2−30−8,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,中央7丁目5−3−2,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,成島町 2丁目1−35,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,金池3丁目2−14,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,松が岬2丁目1−53,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,丸の内1丁目1−81,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,中央1丁目3−23,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,林泉寺2丁目3−番30号,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,相生町 7−61,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,駅前2丁目1−30,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,下花沢2丁目7−32−6,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,城北1丁目2−23,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,通町 6丁目11−10 村山歯科医院 内,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,城西4丁目1−26,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,直江町 6−3,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,窪田町 窪田203−3,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,御廟2丁目1−9 エムラビル 1F,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,金池6丁目8−52,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,大町 3丁目1−22,,,,,,0.0,unmatched,市区町村一致なし
山形県,東置賜郡,高畠町馬頭72,山形県,東置賜郡,高畠町,馬頭西,,80.0,review,
山形県,米沢市,門東町 2丁目8−12,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,城北1丁目2−13,,,,,,0.0,unmatched,市区町村一致なし
山形県,東置賜郡,高畠町福沢南17−1,山形県,東置賜郡,高畠町,福沢南,,93.19,matched,
山形県,米沢市,大町 3丁目5−32,,,,,,0.0,unmatched,市区町村一致なし
山形県,米沢市,中央2丁目3−17,,,,,,0.0,unmatched,市区町村一致なし
山形県,東置賜郡,高畠町上平柳2099−2,山形県,東置賜郡,高畠町,大字上平柳,,59.0,unmatched,住所類似度しきい値未満
山形県,酒田市,ゆたか1丁目16−11,山形県,酒田市,宮内,字三丁目,,27.79,unmatched,住所類似度しきい値未満
山形県,酒田市,亀ケ崎5丁目5−32,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,上安町 2丁目15−1,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,泉町 11−23,山形県,酒田市,大町,字フケ,,20.83,unmatched,住所類似度しきい値未満
山形県,酒田市,中町 2丁目2−12 歯科,山形県,酒田市,宮内,字三丁目,,27.79,unmatched,住所類似度しきい値未満
山形県,酒田市,中町 3丁目7−18,山形県,酒田市,宮内,字三丁目,,30.25,unmatched,住所類似度しきい値未満
山形県,酒田市,東両羽町 121−1,山形県,酒田市,大町,字フケ,,19.29,unmatched,住所類似度しきい値未満
山形県,酒田市,栄町 2−5,山形県,酒田市,大町,字フケ,,23.0,unmatched,住所類似度しきい値未満
山形県,酒田市,東泉町 6丁目1−13,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,中町 1丁目13−11,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,幸町 1丁目5−2,山形県,酒田市,宮内,字三丁目,,31.75,unmatched,住所類似度しきい値未満
山形県,酒田市,千石町 2丁目15−31,山形県,酒田市,宮内,字三丁目,,27.79,unmatched,住所類似度しきい値未満
山形県,酒田市,相生町 1丁目5−14,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,日吉町 2丁目1−16,山形県,酒田市,宮内,字三丁目,,28.94,unmatched,住所類似度しきい値未満
山形県,酒田市,観音寺町 後7−14,山形県,酒田市,観音寺,字古楯,,42.36,unmatched,住所類似度しきい値未満
山形県,酒田市,大町 17,山形県,酒田市,大町,字フケ,,44.72,unmatched,住所類似度しきい値未満
山形県,酒田市,北今町 1−2,山形県,酒田市,大町,字フケ,,21.82,unmatched,住所類似度しきい値未満
